wavelength,value
420.6688451304243,1194.1904761904761
420.81261115190125,1189.6666666666667
420.9563742528033,1175.4761904761904
421.1001344411022,1183.3809523809523
421.24389172477004,1191.4285714285713
421.3876461117786,1209.095238095238
421.53139761009993,1213.047619047619
421.6751462277058,1218.4285714285713
421.8188919725682,1240.5238095238096
421.9626348526591,1234.857142857143
422.1063748759504,1252.2380952380952
422.2501120504139,1256.3333333333333
422.3938463840217,1287.1904761904761
422.5375778847456,1297.7619047619048
422.6813065605575,1324.904761904762
422.8250324194294,1330.2857142857142
422.9687554693332,1357.3809523809523
423.1124757182408,1388.5238095238096
423.25619317412406,1393.0
423.39990784495507,1411.6190476190477
423.54361973870556,1424.6666666666667
423.68732886334755,1443.2857142857142
423.831035226853,1442.1904761904761
423.9747388371937,1449.6190476190477
424.1184397023416,1441.142857142857
424.2621378302687,1453.4761904761904
424.4058332289469,1426.904761904762
424.5495259063481,1465.4285714285713
424.6932158704442,1460.5714285714287
424.8369031292071,1460.047619047619
424.9805876906088,1461.4285714285713
425.1242695626211,1475.3333333333333
425.26794875321605,1477.4761904761904
425.4116252703655,1491.7142857142858
425.55529912204133,1509.0
425.69897031621554,1485.5238095238096
425.84263886086,1492.952380952381
425.9863047639467,1517.047619047619
426.1299680334474,1527.0
426.2736286773342,1529.0
426.41728670357895,1545.7142857142858
426.5609421201535,1565.5238095238096
426.70459493502983,1559.6190476190477
426.8482451561799,1585.857142857143
426.99189279157554,1583.7619047619048
427.1355378491888,1601.5238095238096
427.27918033699143,1601.1904761904761
427.42282026295544,1614.4761904761904
427.56645763505276,1598.7619047619048
427.7100924612553,1592.3333333333333
427.85372474953493,1591.047619047619
427.99735450786363,1577.142857142857
428.14098174421326,1581.1904761904761
428.28460646655583,1588.142857142857
428.4282286828632,1565.5238095238096
428.5718484011073,1571.0
428.71546562926,1556.5238095238096
428.8590803752933,1559.142857142857
429.00269264717906,1538.857142857143
429.1463024528892,1551.6666666666667
429.28990980039566,1536.0
429.4335146976704,1539.4285714285713
429.5771171526853,1537.3809523809523
429.7207171734122,1534.4285714285713
429.86431476782315,1558.6666666666667
430.00790994389,1527.1904761904761
430.1515027095847,1548.6190476190477
430.2950930728791,1561.8095238095239
430.4386810417452,1553.1904761904761
430.5822666241549,1557.095238095238
430.7258498280801,1572.6190476190477
430.86943066149274,1581.904761904762
431.0130091323647,1584.5714285714287
431.1565852486679,1606.095238095238
431.3001590183743,1591.7619047619048
431.44373044945587,1623.857142857143
431.5872995498844,1631.8095238095239
431.7308663276319,1656.0
431.8744307906702,1649.3809523809523
432.0179929469713,1653.6190476190477
432.1615528045071,1651.5238095238096
432.3051103712495,1659.6666666666667
432.4486656551705,1682.904761904762
432.5922186642419,1691.904761904762
432.7357694064357,1692.6190476190477
432.8793178897237,1715.2380952380952
433.022864122078,1723.6666666666667
433.1664081114704,1723.8095238095239
433.30994986587285,1737.8095238095239
433.45348939325726,1746.8095238095239
433.5970267015956,1738.6190476190477
433.7405617988597,1747.4761904761904
433.88409469302155,1758.7619047619048
434.027625392053,1758.857142857143
434.17115390392604,1784.2857142857142
434.31468023661256,1770.7142857142858
434.4582043980845,1780.8095238095239
434.60172639631367,1778.2857142857142
434.74524623927215,1800.2380952380952
434.8887639349318,1792.857142857143
435.0322794912645,1802.095238095238
435.17579291624213,1791.2380952380952
435.31930421783676,1790.857142857143
435.4628134040202,1796.2857142857142
435.6063204827644,1801.5714285714287
435.74982546204126,1793.4761904761904
435.89332834982264,1792.4761904761904
436.0368291540806,1798.952380952381
436.18032788278697,1811.142857142857
436.3238245439137,1818.3809523809523
436.46731914543267,1811.857142857143
436.6108116953158,1806.857142857143
436.7543022015351,1811.3809523809523
436.89779067206234,1831.8095238095239
437.0412771148696,1830.6666666666667
437.1847615379287,1846.904761904762
437.3282439492115,1832.4761904761904
437.47172435669006,1854.4285714285713
437.61520276833625,1846.4285714285713
437.7586791921219,1844.4761904761904
437.9021536360191,1873.2857142857142
438.0456261079996,1876.2380952380952
438.18909661603544,1880.6190476190477
438.3325651680984,1894.5714285714287
438.4760317721606,1907.5238095238096
438.6194964361938,1920.6666666666667
438.76295916816997,1921.0
438.906419976061,1926.2380952380952
439.04987886783886,1906.904761904762
439.1933358514754,1926.095238095238
439.33679093494266,1937.3809523809523
439.4802441262124,1911.4761904761904
439.62369543325667,1947.8095238095239
439.76714486404734,1950.8095238095239
439.91059242655626,1933.3809523809523
440.0540381287555,1961.4761904761904
440.19748197861685,1954.3333333333333
440.3409239841123,1974.4761904761904
440.48436415321373,1968.142857142857
440.62780249389306,1976.904761904762
440.7712390141222,1987.3333333333333
440.91467372187316,2005.8095238095239
441.0581066251177,2008.7619047619048
441.2015377318279,1999.2380952380952
441.3449670499756,2009.047619047619
441.4883945875327,2006.3333333333333
441.63182035247115,2010.0
441.77524435276285,2035.3333333333333
441.91866659637975,2033.952380952381
442.06208709129373,2022.7142857142858
442.2055058454768,2022.3333333333333
442.34892286690075,2001.3333333333333
442.49233816353757,2007.4285714285713
442.63575174335915,2002.142857142857
442.77916361433745,1987.4285714285713
442.92257378444435,1986.904761904762
443.06598226165175,1991.1904761904761
443.20938905393166,1961.3333333333333
443.3527941692559,1977.5714285714287
443.49619761559643,1965.047619047619
443.6395994009252,1964.7619047619048
443.7829995332141,1981.8095238095239
443.926398020435,1971.1904761904761
444.0697948705599,1989.2380952380952
444.2131900915607,1966.5714285714287
444.35658369140924,1962.8095238095239
444.4999756780776,1972.857142857143
444.6433660595375,1989.142857142857
444.78675484376106,1979.8095238095239
444.93014203872,1986.047619047619
445.07352765238636,2005.6666666666667
445.2169116927321,2014.8095238095239
445.360294167729,2013.7619047619048
445.50367508534913,2033.2857142857142
445.6470544535643,2048.8571428571427
445.7904322803464,2050.4285714285716
445.93380857366753,2061.285714285714
446.0771833414994,2058.095238095238
446.22055659181405,2069.190476190476
446.3639283325834,2080.809523809524
446.5072985717793,2085.285714285714
446.6506673173737,2082.8571428571427
446.7940345773385,2089.4285714285716
446.9374003596457,2126.9523809523807
447.08076467226715,2121.3333333333335
447.22412752317473,2117.714285714286
447.36748892034046,2119.5714285714284
447.51084887173624,2131.4285714285716
447.6542073853339,2139.6190476190477
447.79756446910545,2133.714285714286
447.9409201310227,2146.5714285714284
448.0842743790578,2140.714285714286
448.2276272211824,2162.5714285714284
448.3709786653685,2139.2380952380954
448.51432871958815,2147.095238095238
448.65767739181314,2151.8571428571427
448.80102469001537,2164.095238095238
448.94437062216684,2147.5714285714284
449.08771519623946,2167.3809523809523
449.2310584202051,2148.0
449.3744003020357,2137.7619047619046
449.5177408497032,2151.9523809523807
449.6610800711795,2134.809523809524
449.80441797443655,2134.4761904761904
449.9477545674462,2151.809523809524
450.09108985818045,2147.3809523809523
450.2344238546111,2166.714285714286
450.37775656471024,2158.0476190476193
450.5210879964497,2167.4761904761904
450.6644181578013,2195.5238095238096
450.8077470567371,2176.6666666666665
450.951074701229,2184.6190476190477
451.0944010992489,2176.6190476190477
451.2377262587687,2163.190476190476
451.3810501877603,2186.0
451.52437289419566,2196.9523809523807
451.6676943860467,2220.285714285714
451.8110146712853,2217.6666666666665
451.95433375788343,2217.4285714285716
452.097651653813,2215.3809523809523
452.24096836704587,2226.3809523809523
452.384283905554,2208.6666666666665
452.5275982773094,2231.2380952380954
452.6709114902838,2229.714285714286
452.8142235524492,2244.095238095238
452.95753447177765,2240.190476190476
453.1008442562409,2242.4285714285716
453.2441529138109,2226.4761904761904
453.38746045245966,2217.6666666666665
453.530766880159,2203.3333333333335
453.6740722048809,2194.6190476190477
453.8173764345972,2201.8571428571427
453.96067957727985,2205.7619047619046
454.1039816409008,2189.2380952380954
454.247282633432,2175.8571428571427
454.39058256284534,2187.0
454.5338814371127,2187.6190476190477
454.677179264206,2168.2380952380954
454.82047605209726,2170.095238095238
454.9637718087582,2173.095238095238
455.10706654216096,2164.714285714286
455.2503602602774,2165.0
455.3936529710793,2150.190476190476
455.5369446825387,2178.190476190476
455.68023540262755,2186.5714285714284
455.82352513931767,2166.6190476190477
455.966813900581,2185.809523809524
456.1101016943895,2202.904761904762
456.2533885287151,2184.714285714286
456.3966744115297,2190.6190476190477
456.5399593508052,2182.285714285714
456.6832433545135,2194.5238095238096
456.8265264306266,2180.4285714285716
456.9698085871163,2182.9523809523807
457.11308983195465,2192.9523809523807
457.25637017311345,2212.190476190476
457.3996496185647,2206.5714285714284
457.54292817628027,2218.0
457.6862058542322,2216.1428571428573
457.8294826603922,2218.8571428571427
457.97275860273237,2245.0
458.1160336892245,2245.8571428571427
458.2593079278406,2267.095238095238
458.40258132655254,2266.2380952380954
458.54585389333226,2263.9523809523807
458.6891256361517,2260.4761904761904
458.83239656298275,2293.904761904762
458.9756666817973,2297.8571428571427
459.1189360005673,2315.2380952380954
459.2622045272647,2318.6190476190477
459.4054722698614,2328.0
459.5487392363293,2327.1428571428573
459.6920054346403,2305.095238095238
459.8352708727664,2306.714285714286
459.97853555867937,2302.904761904762
460.1217995003513,2314.3333333333335
460.26506270575396,2300.3809523809523
460.4083251828594,2327.1428571428573
460.5515869396395,2325.285714285714
460.69484798406614,2323.809523809524
460.83810832411126,2334.904761904762
460.98136796774673,2309.095238095238
461.12462692294457,2325.190476190476
461.2678851976766,2332.4285714285716
461.41114279991484,2332.2380952380954
461.5543997376311,2335.6190476190477
461.6976560187974,2313.6666666666665
461.84091165138557,2344.9523809523807
461.9841666433676,2344.904761904762
462.1274210027154,2318.7619047619046
462.2706747374008,2349.904761904762
462.4139278553958,2346.4761904761904
462.5571803646724,2343.809523809524
462.7004322732023,2345.6190476190477
462.84368358895756,2351.5238095238096
462.9869343199101,2354.3333333333335
463.13018447403186,2344.1428571428573
463.2734340592947,2350.095238095238
463.41668308367053,2366.6190476190477
463.55993155513136,2336.0
463.703179481649,2355.9523809523807
463.8464268711954,2353.2380952380954
463.9896737317425,2346.285714285714
464.1329200712622,2370.6190476190477
464.2761658977265,2341.3333333333335
464.41941121910725,2350.4285714285716
464.56265604337625,2364.0
464.70590037850565,2337.095238095238
464.8491442324672,2355.5714285714284
464.99238761323295,2350.6666666666665
465.1356305287747,2338.3809523809523
465.2788729870644,2341.5714285714284
465.422114996074,2355.5238095238096
465.56535656377537,2338.190476190476
465.7085976981405,2367.285714285714
465.85183840714126,2324.095238095238
465.9950786987496,2335.6666666666665
466.1383185809374,2330.714285714286
466.28155806167655,2341.714285714286
466.4247971489391,2325.0
466.5680358506968,2329.095238095238
466.71127417492175,2328.7619047619046
466.8545121295857,2340.3333333333335
466.9977497226606,2347.714285714286
467.1409869621185,2339.1428571428573
467.2842238559312,2365.904761904762
467.4274604120707,2364.714285714286
467.57069663850876,2354.1428571428573
467.7139325432175,2371.1428571428573
467.85716813416866,2375.904761904762
468.00040341933436,2369.4285714285716
468.1436384066863,2381.9523809523807
468.2868731041965,2351.6666666666665
468.43010751983695,2397.5238095238096
468.57334166157943,2384.714285714286
468.71657553739595,2390.4761904761904
468.85980915525846,2410.714285714286
469.0030425231388,2430.4285714285716
469.1462756490089,2444.0476190476193
469.28950854084064,2440.5714285714284
469.43274120660607,2420.6666666666665
469.57597365427705,2433.8571428571427
469.7192058918254,2409.0
469.86243792722314,2462.1428571428573
470.0056697684422,2454.095238095238
470.14890142345445,2455.6666666666665
470.2921329002318,2477.7619047619046
470.43536420674627,2452.0476190476193
470.57859535096964,2459.2380952380954
470.7218263408739,2472.2380952380954
470.865057184431,2475.1428571428573
471.0082878896128,2520.6190476190477
471.15151846439124,2516.1428571428573
471.29474891673823,2514.9523809523807
471.4379792546257,2528.1428571428573
471.58120948602556,2510.714285714286
471.72443961890974,2509.3333333333335
471.86766966125015,2528.8571428571427
472.0108996210187,2531.190476190476
472.15412950618736,2560.0476190476193
472.297359324728,2519.7619047619046
472.44058908461255,2566.095238095238
472.58381879381295,2562.3809523809523
472.72704846030103,2552.809523809524
472.8702780920488,2552.4285714285716
473.0135076970282,2561.8571428571427
473.1567372832111,2565.714285714286
473.2999668585694,2547.6666666666665
473.443196431075,2562.285714285714
473.58642600869996,2549.809523809524
473.729655599416,2531.0476190476193
473.8728852111952,2570.190476190476
474.0161148520094,2536.0476190476193
474.15934452983055,2573.0
474.3025742526305,2542.904761904762
474.4458040283813,2553.7619047619046
474.5890338650548,2541.8571428571427
474.7322637706228,2514.0
474.8754937530574,2520.0
475.0187238203305,2485.714285714286
475.16195398041395,2488.5238095238096
475.3051842412797,2479.7619047619046
475.4484146108996,2431.6190476190477
475.59164509724565,2397.095238095238
475.7348757082897,2399.0
475.87810645200375,2368.904761904762
476.0213373363597,2354.3809523809523
476.16456836932946,2367.1428571428573
476.3077995588849,2335.8571428571427
476.451030912998,2339.809523809524
476.59426243964066,2323.6190476190477
476.7374941467848,2316.4761904761904
476.88072604240233,2273.9523809523807
477.02395813446515,2296.7619047619046
477.16719043094525,2287.1428571428573
477.3104229398145,2301.9523809523807
477.4536556690448,2301.8571428571427
477.5968886266081,2298.3333333333335
477.7401218204763,2327.2380952380954
477.8833552586213,2345.809523809524
478.0265889490151,2335.6190476190477
478.16982289962954,2362.095238095238
478.3130571184366,2362.4285714285716
478.4562916134081,2394.5238095238096
478.59952639251605,2390.5238095238096
478.7427614637324,2398.5238095238096
478.88599683502895,2407.4285714285716
479.02923251437767,2442.9523809523807
479.1724685097505,2408.190476190476
479.3157048291194,2420.6666666666665
479.4589414804562,2446.4761904761904
479.6021784717328,2451.9523809523807
479.74541581092126,2460.9523809523807
479.8886535059934,2473.0476190476193
480.0318915649211,2444.190476190476
480.1751299956764,2465.4761904761904
480.3183688062311,2467.3333333333335
480.4616080045572,2485.6666666666665
480.6048475986265,2483.809523809524
480.7480875964111,2489.1428571428573
480.8913280058828,2501.7619047619046
481.0345688350136,2486.190476190476
481.1778100917753,2513.714285714286
481.32105178413985,2500.4285714285716
481.4642939200793,2492.714285714286
481.6075365075654,2481.1428571428573
481.75077955457016,2502.5238095238096
481.89402306906544,2504.1428571428573
482.03726705902324,2468.8571428571427
482.18051153241544,2484.1428571428573
482.32375649721394,2496.5238095238096
482.4670019613907,2468.8571428571427
482.61024793291756,2485.809523809524
482.7534944197665,2512.1428571428573
482.89674142990947,2492.2380952380954
483.0399889713183,2514.8571428571427
483.183237051965,2511.8571428571427
483.3264856798214,2532.904761904762
483.4697348628595,2566.0
483.6129846090512,2539.285714285714
483.7562349263684,2532.0476190476193
483.899485822783,2581.9523809523807
484.042737306267,2575.4285714285716
484.18598938479215,2626.4761904761904
484.32924206633055,2626.6190476190477
484.4724953588541,2619.5238095238096
484.61574927033456,2636.6190476190477
484.759003808744,2655.3809523809523
484.9022589820543,2635.0
485.0455147982374,2660.095238095238
485.18877126526513,2642.5714285714284
485.33202839110953,2651.190476190476
485.47528618374247,2676.2380952380954
485.6185446511358,2683.0476190476193
485.7618038012615,2692.9523809523807
485.90506364209153,2690.904761904762
486.04832418159776,2701.809523809524
486.1915854277521,2710.285714285714
486.3348473885265,2728.904761904762
486.47811007189284,2707.3809523809523
486.6213734858231,2716.5238095238096
486.7646376382891,2729.904761904762
486.9079025372629,2723.2380952380954
487.0511681907163,2690.9523809523807
487.19443460662126,2719.5238095238096
487.3377017929497,2717.4761904761904
487.4809697576735,2691.0476190476193
487.6242385087646,2689.5714285714284
487.767508054195,2674.7619047619046
487.91077840193657,2691.5714285714284
488.05404955996113,2685.2380952380954
488.19732153624074,2684.0
488.3405943387472,2682.6666666666665
488.48386797545254,2686.5714285714284
488.6271424543286,2667.1428571428573
488.77041778334734,2660.6666666666665
488.91369397048067,2662.3809523809523
489.0569710237005,2631.3333333333335
489.20024895097873,2654.4761904761904
489.3435277602873,2646.0476190476193
489.4868074595982,2612.4285714285716
489.6300880568832,2640.8571428571427
489.77336956011436,2617.8571428571427
489.9166519772635,2596.2380952380954
490.0599353163026,2608.6190476190477
490.2032195852035,2596.9523809523807
490.34650479193823,2580.190476190476
490.4897909444786,2589.4761904761904
490.6330780507966,2592.904761904762
490.7763661188642,2579.285714285714
490.91965515665316,2573.1428571428573
491.0629451721355,2552.8571428571427
491.2062361732832,2564.3809523809523
491.34952816806805,2542.5714285714284
491.49282116446204,2552.285714285714
491.63611517043705,2543.904761904762
491.779410193965,2530.1428571428573
491.9227062430179,2539.1428571428573
492.0660033255676,2546.6190476190477
492.20930144958595,2538.809523809524
492.35260062304496,2532.6666666666665
492.4959008539166,2551.9523809523807
492.63920215017265,2568.6666666666665
492.7825045197851,2566.9523809523807
492.9258079707259,2555.8571428571427
493.0691125109669,2542.5238095238096
493.21241814848,2575.190476190476
493.3557248912373,2560.9523809523807
493.49903274721044,2553.0476190476193
493.6423417243716,2554.5238095238096
493.7856518306926,2579.4761904761904
493.92896307414526,2576.8571428571427
494.0722754627016,2591.3809523809523
494.2155890043336,2595.190476190476
494.35890370701304,2585.7619047619046
494.5022195787119,2616.4761904761904
494.6455366274021,2602.2380952380954
494.7888548610556,2598.9523809523807
494.9321742876443,2591.7619047619046
495.07549491514,2606.714285714286
495.2188167515148,2616.0
495.3621398047405,2626.6190476190477
495.50546408278905,2644.8571428571427
495.6487895936324,2631.9523809523807
495.79211634524245,2652.0476190476193
495.93544434559107,2643.5714285714284
496.07877360265024,2667.285714285714
496.2221041243919,2683.0
496.36543591878785,2679.095238095238
496.5087689938101,2677.190476190476
496.6521033574306,2664.2380952380954
496.79543901762116,2672.6666666666665
496.93877598235383,2684.0
497.0821142596004,2682.5238095238096
497.2254538573329,2675.6190476190477
497.3687947835232,2667.6190476190477
497.51213704614327,2677.714285714286
497.6554806531649,2665.4761904761904
497.7988256125601,2697.190476190476
497.94217193230077,2663.809523809524
498.08551962035887,2664.285714285714
498.22886868470624,2665.7619047619046
498.37221913331484,2667.5714285714284
498.5155709741566,2669.3809523809523
498.65892421520346,2680.0
498.8022788644273,2668.8571428571427
498.94563492980006,2691.714285714286
499.0889924192936,2685.6666666666665
499.23235134088,2707.4761904761904
499.3757117025309,2686.904761904762
