x-position,value
444.0,570.3548387096774
445.0,576.258064516129
446.0,608.516129032258
447.0,601.8235294117648
448.0,639.9375
449.0,644.6363636363636
450.0,680.34375
451.0,696.969696969697
452.0,730.3125
453.0,739.71875
454.0,787.1290322580645
455.0,791.0
456.0,839.516129032258
457.0,876.9677419354839
458.0,873.8484848484849
459.0,919.84375
460.0,982.8709677419355
461.0,1023.2758620689655
462.0,1012.71875
463.0,1100.483870967742
464.0,1085.5625
465.0,1123.4242424242425
466.0,1175.3939393939395
467.0,1215.96875
468.0,1241.3636363636363
469.0,1297.90625
470.0,1358.7096774193549
471.0,1390.15625
472.0,1403.84375
473.0,1474.5625
474.0,1504.84375
475.0,1497.4545454545455
476.0,1549.8484848484848
477.0,1564.909090909091
478.0,1638.09375
479.0,1647.090909090909
480.0,1700.3125
481.0,1693.5757575757575
482.0,1696.375
483.0,1790.375
484.0,1804.2903225806451
485.0,1798.75
486.0,1809.34375
487.0,1797.6969696969697
488.0,1853.7096774193549
489.0,1857.59375
490.0,1842.15625
491.0,1852.71875
492.0,1863.78125
493.0,1880.0967741935483
494.0,1866.1612903225807
495.0,1877.032258064516
496.0,1843.8709677419354
497.0,1804.21875
498.0,1835.2
499.0,1751.5151515151515
500.0,1797.4193548387098
501.0,1748.6875
502.0,1732.875
503.0,1726.5483870967741
504.0,1721.8666666666666
505.0,1674.774193548387
506.0,1663.2
507.0,1638.1935483870968
508.0,1594.483870967742
509.0,1635.3
510.0,1548.625
511.0,1527.1612903225807
512.0,1538.4666666666667
513.0,1505.2903225806451
514.0,1497.4666666666667
515.0,1478.5666666666666
516.0,1438.516129032258
517.0,1434.225806451613
518.0,1435.9666666666667
519.0,1412.0967741935483
520.0,1375.8709677419354
521.0,1411.4666666666667
522.0,1374.2903225806451
523.0,1359.2903225806451
524.0,1323.3870967741937
525.0,1328.6333333333334
526.0,1306.032258064516
527.0,1300.6774193548388
528.0,1252.84375
529.0,1280.4666666666667
530.0,1249.34375
531.0,1242.2903225806451
532.0,1240.9032258064517
533.0,1243.3666666666666
534.0,1217.1935483870968
535.0,1192.6129032258063
536.0,1187.741935483871
537.0,1191.225806451613
538.0,1132.40625
539.0,1132.25
540.0,1148.2666666666667
541.0,1161.5862068965516
542.0,1117.7666666666667
543.0,1132.2142857142858
544.0,1090.103448275862
545.0,1076.1666666666667
546.0,1041.6451612903227
547.0,1062.0
548.0,1007.34375
549.0,995.3870967741935
550.0,1012.3666666666667
551.0,991.8333333333334
552.0,986.96875
553.0,962.3125
554.0,931.8709677419355
555.0,936.90625
556.0,917.59375
557.0,938.5333333333333
558.0,899.09375
559.0,908.1
560.0,908.8965517241379
561.0,874.5806451612904
562.0,886.5333333333333
563.0,870.0
564.0,857.5625
565.0,803.6363636363636
566.0,830.3333333333334
567.0,843.6206896551724
568.0,801.1
569.0,806.7333333333333
570.0,781.0
571.0,782.8387096774194
572.0,800.9629629629629
573.0,752.3
574.0,757.4827586206897
575.0,734.7333333333333
576.0,709.1935483870968
577.0,715.5862068965517
578.0,704.9
579.0,691.6206896551724
580.0,666.2258064516129
581.0,679.0
582.0,643.78125
583.0,659.8275862068965
584.0,665.6428571428571
585.0,655.8888888888889
586.0,621.9310344827586
587.0,636.0714285714286
588.0,612.3
589.0,590.0
590.0,590.8666666666667
591.0,589.0
592.0,582.8
593.0,571.516129032258
594.0,573.1428571428571
595.0,553.5
596.0,546.84375
597.0,554.1071428571429
598.0,526.0
599.0,523.125
600.0,502.57894736842104
601.0,492.5
602.0,502.93939393939394
603.0,472.5744680851064
604.0,488.80645161290323
605.0,476.94444444444446
606.0,456.8863636363636
607.0,462.46666666666664
608.0,426.68918918918916
609.0,467.6111111111111
610.0,446.0208333333333
611.0,422.36708860759495
612.0,419.36708860759495
613.0,415.0
614.0,418.4533333333333
615.0,405.5229357798165
616.0,412.52
617.0,416.3157894736842
618.0,396.5424836601307
619.0,404.6132075471698
620.0,399.6466165413534
621.0,409.5974025974026
622.0,396.06040268456377
623.0,400.875
624.0,406.08988764044943
625.0,397.1865671641791
626.0,403.4552845528455
627.0,395.34
628.0,396.6231884057971
629.0,393.85135135135135
630.0,389.529702970297
631.0,385.5619469026549
632.0,393.1459854014599
633.0,384.8099547511312
634.0,389.5903614457831
635.0,379.8980263157895
636.0,391.9622641509434
637.0,382.2148148148148
638.0,391.1730769230769
639.0,384.9054054054054
640.0,386.77127659574467
641.0,385.58851674641147
642.0,383.5866141732283
643.0,391.8541666666667
644.0,385.3959390862944
645.0,385.70661157024796
646.0,390.55555555555554
647.0,387.69958847736626
648.0,381.1516587677725
649.0,378.9744525547445
650.0,381.2312925170068
651.0,389.375
652.0,389.8
653.0,384.44664031620556
654.0,379.37920489296636
655.0,394.7802197802198
656.0,377.7738095238095
657.0,385.03389830508473
658.0,379.2148148148148
659.0,380.42960288808666
660.0,379.72592592592594
661.0,378.9249146757679
662.0,376.34976525821594
663.0,379.0098360655738
664.0,381.1283018867924
665.0,377.9719101123595
666.0,381.75
667.0,379.4066666666667
668.0,376.1171662125341
669.0,371.8305084745763
670.0,376.75
671.0,377.7632311977716
672.0,377.1655844155844
673.0,386.7544910179641
674.0,377.4172413793103
675.0,374.3952879581152
676.0,372.7469879518072
677.0,378.1017543859649
678.0,376.3612440191388
679.0,375.6550925925926
680.0,374.12895377128956
681.0,374.22330097087377
682.0,373.8945054945055
683.0,375.44736842105266
684.0,378.1099290780142
685.0,375.9440389294404
686.0,377.0996441281139
687.0,376.33933933933935
688.0,377.7529411764706
689.0,373.4470588235294
690.0,373.8828337874659
691.0,377.96501457725947
692.0,373.5620437956204
693.0,378.11436170212767
694.0,374.0
695.0,376.7091412742382
696.0,374.7688311688312
697.0,378.93150684931504
698.0,369.8362445414847
699.0,379.1182795698925
700.0,375.2750642673522
701.0,375.1043956043956
702.0,378.7773722627737
703.0,371.7368421052632
704.0,377.19783197831975
705.0,376.99457994579944
706.0,376.6236263736264
707.0,372.6019184652278
708.0,374.54976303317534
709.0,375.86507936507934
710.0,375.0570071258907
711.0,374.17424242424244
712.0,381.8355263157895
713.0,375.11959287531806
714.0,375.23646723646726
715.0,372.69789227166274
716.0,374.5257985257985
717.0,373.80053908355796
718.0,371.1051546391753
719.0,370.0374707259953
720.0,372.5098039215686
721.0,372.1156626506024
722.0,373.12145748987854
723.0,375.4554973821989
724.0,374.7165775401069
725.0,374.235
726.0,372.04719101123595
727.0,374.64054054054054
728.0,377.8020833333333
729.0,371.6157112526539
730.0,371.7692307692308
731.0,374.3351498637602
732.0,372.5263157894737
733.0,369.6007984031936
734.0,375.775
735.0,372.48445595854923
736.0,373.4168797953964
737.0,375.63380281690144
738.0,377.63578274760386
739.0,375.0610465116279
740.0,368.64653243847874
741.0,371.005905511811
742.0,379.8067226890756
743.0,373.66925064599485
744.0,374.8929577464789
745.0,378.1311053984576
746.0,371.8694779116466
747.0,368.50369003690037
748.0,373.07888631090486
749.0,374.1368909512761
750.0,373.83870967741933
751.0,371.8397565922921
752.0,373.27477477477476
753.0,371.54185022026434
754.0,374.351966873706
755.0,374.7577777777778
756.0,373.5068181818182
757.0,374.04
758.0,377.3474801061008
759.0,374.1653333333333
760.0,374.35942028985505
761.0,379.78591549295777
762.0,377.4812680115274
763.0,372.46454767726163
764.0,379.95238095238096
765.0,373.5484693877551
766.0,374.0244498777506
767.0,376.02133333333336
768.0,373.6258205689278
769.0,377.5178082191781
770.0,376.60483870967744
771.0,375.3081570996979
772.0,377.30670103092785
773.0,377.15384615384613
774.0,381.9890510948905
775.0,385.37974683544303
776.0,379.8068181818182
777.0,379.68224299065423
778.0,382.5798319327731
779.0,382.74793388429754
780.0,376.1234256926952
781.0,379.88358208955225
782.0,384.77064220183485
783.0,379.7408637873754
784.0,390.0263157894737
785.0,378.75815217391306
786.0,384.8320610687023
787.0,382.2572463768116
788.0,391.0112359550562
789.0,398.3576158940397
790.0,391.4421052631579
791.0,405.6311475409836
792.0,404.8811881188119
793.0,397.16847826086956
794.0,398.5347593582888
795.0,407.3252032520325
796.0,412.82758620689657
797.0,422.05405405405406
798.0,441.4909090909091
799.0,434.3611111111111
800.0,449.5357142857143
801.0,466.5217391304348
802.0,457.4642857142857
803.0,489.2307692307692
804.0,484.7906976744186
805.0,495.609756097561
806.0,530.3333333333334
807.0,526.9459459459459
808.0,553.7941176470588
809.0,565.5
810.0,545.1794871794872
811.0,585.4117647058823
812.0,605.3636363636364
813.0,617.3939393939394
814.0,612.6
815.0,644.6666666666666
816.0,657.84375
817.0,654.5714285714286
818.0,679.939393939394
819.0,687.09375
820.0,711.1818181818181
821.0,711.7142857142857
822.0,731.969696969697
823.0,773.3939393939394
824.0,785.3225806451613
825.0,808.3333333333334
826.0,825.5454545454545
827.0,840.6666666666666
828.0,872.5294117647059
829.0,888.939393939394
830.0,930.1515151515151
831.0,911.0833333333334
832.0,984.4242424242424
833.0,1061.0967741935483
834.0,1057.4857142857143
835.0,1106.2571428571428
836.0,1179.7878787878788
837.0,1240.46875
838.0,1303.030303030303
839.0,1354.2058823529412
840.0,1426.1515151515152
841.0,1539.2121212121212
842.0,1610.7575757575758
843.0,1653.6571428571428
844.0,1820.7941176470588
845.0,1968.875
846.0,2109.125
847.0,2221.121212121212
848.0,2323.205882352941
849.0,2541.03125
850.0,2735.34375
851.0,2792.470588235294
852.0,3071.8125
853.0,3206.121212121212
854.0,3375.6060606060605
855.0,3579.181818181818
856.0,3806.060606060606
857.0,4039.848484848485
858.0,4152.0
859.0,4417.424242424242
860.0,4697.545454545455
861.0,4911.818181818182
862.0,5085.454545454545
863.0,5427.30303030303
864.0,5601.939393939394
865.0,5755.588235294118
866.0,6086.242424242424
867.0,6368.181818181818
868.0,6565.393939393939
869.0,6844.090909090909
870.0,7083.878787878788
871.0,7491.375
872.0,7635.484848484848
873.0,8005.5
874.0,8221.34375
875.0,8406.125
876.0,8572.6875
877.0,8763.125
878.0,8979.6875
879.0,9210.4375
880.0,9399.741935483871
881.0,9444.03125
882.0,9651.03125
883.0,9717.15625
884.0,9907.0
885.0,10165.548387096775
886.0,10254.709677419354
887.0,10141.9375
888.0,10467.677419354839
889.0,10565.967741935483
890.0,10631.774193548386
891.0,10635.225806451614
892.0,10608.709677419354
893.0,10504.875
894.0,10341.151515151516
895.0,10544.9375
896.0,10858.225806451614
897.0,10710.0
898.0,10588.484848484848
899.0,10859.8125
900.0,10716.272727272728
901.0,10781.484848484848
902.0,11119.4375
903.0,11217.1875
904.0,11332.09375
905.0,11386.28125
906.0,11619.129032258064
907.0,11240.09375
908.0,11109.375
909.0,10902.71875
910.0,10881.161290322581
911.0,10489.875
912.0,10212.84375
913.0,9995.59375
914.0,9810.548387096775
915.0,9337.1875
916.0,9208.41935483871
917.0,9033.2
918.0,8639.566666666668
919.0,8256.666666666666
920.0,7816.266666666666
921.0,7408.333333333333
922.0,7174.689655172414
923.0,6790.827586206897
924.0,6424.137931034483
925.0,5929.0344827586205
926.0,5634.5
927.0,5067.533333333334
928.0,4730.8
929.0,4548.033333333334
930.0,4278.645161290323
931.0,4133.4838709677415
932.0,3985.935483870968
933.0,3840.2903225806454
934.0,3735.8333333333335
935.0,3567.3870967741937
936.0,3411.451612903226
937.0,3357.4
938.0,3298.689655172414
939.0,3194.4137931034484
940.0,2951.3225806451615
941.0,2803.0
942.0,2640.15625
943.0,2639.2
944.0,2545.3225806451615
945.0,2454.967741935484
946.0,2337.3225806451615
947.0,2247.1612903225805
948.0,2226.5862068965516
949.0,2084.483870967742
950.0,2043.1333333333334
951.0,1952.8666666666666
952.0,1873.5483870967741
953.0,1815.3333333333333
954.0,1749.5806451612902
955.0,1692.741935483871
956.0,1660.3666666666666
957.0,1575.2903225806451
958.0,1500.4375
959.0,1468.741935483871
960.0,1455.6333333333334
961.0,1389.3666666666666
962.0,1337.2
963.0,1298.2903225806451
964.0,1270.1666666666667
965.0,1229.5333333333333
966.0,1177.4
967.0,1122.6129032258063
968.0,1168.8214285714287
969.0,1063.258064516129
970.0,1059.3103448275863
971.0,991.15625
972.0,1023.1071428571429
973.0,980.1333333333333
974.0,973.448275862069
975.0,921.1666666666666
976.0,887.8666666666667
977.0,859.625
978.0,848.0333333333333
979.0,867.6428571428571
980.0,807.5806451612904
981.0,784.2903225806451
982.0,776.7
983.0,759.1612903225806
984.0,756.9310344827586
985.0,726.4375
986.0,738.9310344827586
987.0,721.6333333333333
988.0,697.5806451612904
989.0,687.6774193548387
990.0,698.8333333333334
991.0,693.8
992.0,689.1111111111111
993.0,651.9677419354839
994.0,651.9
995.0,628.3548387096774
996.0,656.2962962962963
997.0,636.0666666666667
998.0,653.7037037037037
999.0,618.1290322580645
1000.0,626.0333333333333
1001.0,600.6363636363636
1002.0,601.3870967741935
1003.0,611.6071428571429
1004.0,588.09375
1005.0,579.258064516129
1006.0,585.4333333333333
1007.0,599.9
1008.0,590.1666666666666
1009.0,570.6176470588235
1010.0,580.8666666666667
1011.0,601.7037037037037
1012.0,572.2258064516129
1013.0,572.8333333333334
1014.0,558.9333333333333
1015.0,579.6666666666666
1016.0,533.9142857142857
1017.0,556.21875
1018.0,565.9655172413793
1019.0,552.0
1020.0,545.3333333333334
1021.0,553.1379310344828
1022.0,552.2758620689655
1023.0,546.6451612903226
1024.0,546.1724137931035
1025.0,543.21875
1026.0,530.5151515151515
1027.0,523.75
1028.0,544.0
1029.0,549.6896551724138
1030.0,527.3529411764706
1031.0,550.3703703703703
1032.0,498.219512195122
1033.0,539.7142857142857
1034.0,493.56410256410254
1035.0,505.7142857142857
1036.0,521.6
1037.0,514.5666666666667
1038.0,504.2647058823529
1039.0,513.551724137931
1040.0,521.8275862068965
1041.0,472.1860465116279
1042.0,495.27777777777777
1043.0,497.55882352941177
1044.0,489.0810810810811
1045.0,453.7083333333333
1046.0,488.9230769230769
1047.0,507.258064516129
1048.0,484.4594594594595
1049.0,504.741935483871
1050.0,494.2258064516129
1051.0,475.0263157894737
1052.0,477.4651162790698
1053.0,460.54347826086956
1054.0,464.46666666666664
1055.0,470.3076923076923
1056.0,459.04545454545456
1057.0,461.0869565217391
1058.0,450.72549019607845
1059.0,477.1666666666667
1060.0,455.5777777777778
1061.0,458.9130434782609
1062.0,451.52
1063.0,457.1063829787234
1064.0,455.27272727272725
1065.0,460.3181818181818
1066.0,442.91379310344826
1067.0,448.2708333333333
1068.0,463.2
1069.0,454.27272727272725
1070.0,455.95
1071.0,433.78333333333336
1072.0,412.59183673469386
1073.0,433.0983606557377
1074.0,421.9154929577465
1075.0,435.3454545454546
1076.0,410.8196721311475
1077.0,414.42424242424244
1078.0,417.0853658536585
1079.0,417.0
1080.0,404.12698412698415
1081.0,416.3625
1082.0,408.4117647058824
1083.0,418.37179487179486
1084.0,424.2923076923077
1085.0,422.82142857142856
1086.0,409.81
1087.0,435.0
1088.0,422.30555555555554
1089.0,417.43333333333334
1090.0,421.05882352941177
1091.0,458.85714285714283
1092.0,468.6363636363636
1093.0,460.8723404255319
1094.0,472.7073170731707
1095.0,473.4468085106383
1096.0,500.1666666666667
1097.0,491.52272727272725
1098.0,530.4375
1099.0,536.2352941176471
1100.0,566.75
1101.0,596.03125
1102.0,623.6363636363636
1103.0,654.15625
1104.0,679.5625
1105.0,692.4
1106.0,736.1212121212121
1107.0,765.939393939394
1108.0,804.1818181818181
1109.0,838.8787878787879
1110.0,893.4375
1111.0,930.9354838709677
1112.0,977.46875
1113.0,999.4848484848485
1114.0,1028.2
1115.0,1069.1764705882354
1116.0,1182.21875
1117.0,1215.5
1118.0,1276.7272727272727
1119.0,1323.030303030303
1120.0,1375.71875
1121.0,1485.1935483870968
1122.0,1510.5151515151515
1123.0,1556.0
1124.0,1651.483870967742
1125.0,1675.6875
1126.0,1697.40625
1127.0,1740.15625
1128.0,1785.2424242424242
1129.0,1778.7878787878788
1130.0,1870.46875
1131.0,1834.5588235294117
1132.0,1906.5454545454545
1133.0,1930.6666666666667
1134.0,1978.34375
1135.0,1994.78125
1136.0,2031.6774193548388
1137.0,2098.9333333333334
1138.0,2119.1935483870966
1139.0,2101.7419354838707
1140.0,2094.75
1141.0,2069.5625
1142.0,2089.5
1143.0,2117.4193548387098
1144.0,2191.0
1145.0,2137.9032258064517
1146.0,2110.53125
1147.0,2204.8387096774195
1148.0,2225.548387096774
1149.0,2211.6129032258063
1150.0,2308.366666666667
1151.0,2226.0625
1152.0,2288.6666666666665
1153.0,2284.9032258064517
1154.0,2287.4
1155.0,2282.8387096774195
1156.0,2284.7096774193546
1157.0,2289.9032258064517
1158.0,2259.25
1159.0,2264.032258064516
1160.0,2286.032258064516
1161.0,2233.0625
1162.0,2293.8387096774195
1163.0,2323.064516129032
1164.0,2313.03125
1165.0,2333.03125
1166.0,2388.064516129032
1167.0,2360.3125
1168.0,2393.967741935484
1169.0,2452.4333333333334
1170.0,2371.09375
1171.0,2443.71875
1172.0,2468.3870967741937
1173.0,2429.3030303030305
1174.0,2563.064516129032
1175.0,2580.6774193548385
1176.0,2583.1290322580644
1177.0,2599.34375
1178.0,2603.4375
1179.0,2699.6774193548385
1180.0,2637.84375
1181.0,2655.090909090909
1182.0,2671.34375
1183.0,2673.78125
1184.0,2713.28125
1185.0,2794.8709677419356
1186.0,2745.96875
1187.0,2822.3225806451615
1188.0,2824.6774193548385
1189.0,2821.0
